vote_2020,gender,census_region,education,state,age,vote_trump,sex,educd,statefip,vote_biden,sex1
Donald Trump,Female,South,"College Degree (such as B.A., B.S.)",SC,46,1,0,"College Degree (such as B.A., B.S.)",SC,0,2
I am not sure/don't know,Female,South,"College Degree (such as B.A., B.S.)",NC,34,0,0,"College Degree (such as B.A., B.S.)",NC,0,2
Donald Trump,Male,Midwest,"College Degree (such as B.A., B.S.)",OH,40,1,1,"College Degree (such as B.A., B.S.)",OH,0,1
Someone else,Female,West,Associate Degree,NV,26,0,0,Associate Degree,NV,0,2
Donald Trump,Male,Northeast,"College Degree (such as B.A., B.S.)",PA,41,1,1,"College Degree (such as B.A., B.S.)",PA,0,1
Donald Trump,Male,South,"Completed some college, but no degree",TX,53,1,1,"Completed some college, but no degree",TX,0,1
Donald Trump,Male,Northeast,"Completed some graduate, but no degree",NY,35,1,1,"Completed some graduate, but no degree",NY,0,1
Joe Biden,Male,South,High school graduate,DC,26,0,1,High school graduate,DC,1,1
Donald Trump,Male,Midwest,"College Degree (such as B.A., B.S.)",WI,39,1,1,"College Degree (such as B.A., B.S.)",WI,0,1
Donald Trump,Male,Midwest,"Completed some graduate, but no degree",IL,29,1,1,"Completed some graduate, but no degree",IL,0,1
Donald Trump,Male,South,Masters degree,VA,40,1,1,Masters degree,VA,0,1
Donald Trump,Female,Northeast,"Completed some graduate, but no degree",PA,35,1,0,"Completed some graduate, but no degree",PA,0,2
Donald Trump,Male,Midwest,Associate Degree,KS,64,1,1,Associate Degree,KS,0,1
Joe Biden,Female,Northeast,"College Degree (such as B.A., B.S.)",MA,50,0,0,"College Degree (such as B.A., B.S.)",MA,1,2
I am not sure/don't know,Male,Midwest,High school graduate,KS,18,0,1,High school graduate,KS,0,1
Joe Biden,Male,South,"College Degree (such as B.A., B.S.)",AL,30,0,1,"College Degree (such as B.A., B.S.)",AL,1,1
Donald Trump,Male,Midwest,High school graduate,MI,66,1,1,High school graduate,MI,0,1
Someone else,Female,West,High school graduate,CA,22,0,0,High school graduate,CA,0,2
I would not vote,Male,Midwest,High school graduate,IL,57,0,1,High school graduate,IL,0,1
I would not vote,Male,South,High school graduate,TN,19,0,1,High school graduate,TN,0,1
Joe Biden,Female,South,Doctorate degree,KY,19,0,0,Doctorate degree,KY,1,2
I am not sure/don't know,Female,South,High school graduate,MD,18,0,0,High school graduate,MD,0,2
Someone else,Male,South,Associate Degree,SC,57,0,1,Associate Degree,SC,0,1
Joe Biden,Male,South,Masters degree,VA,85,0,1,Masters degree,VA,1,1
Joe Biden,Male,Northeast,"College Degree (such as B.A., B.S.)",NY,39,0,1,"College Degree (such as B.A., B.S.)",NY,1,1
Joe Biden,Female,Northeast,"College Degree (such as B.A., B.S.)",NJ,51,0,0,"College Degree (such as B.A., B.S.)",NJ,1,2
Joe Biden,Female,Northeast,"College Degree (such as B.A., B.S.)",PA,43,0,0,"College Degree (such as B.A., B.S.)",PA,1,2
Joe Biden,Male,South,"Completed some college, but no degree",TN,41,0,1,"Completed some college, but no degree",TN,1,1
Donald Trump,Male,South,Masters degree,TX,33,1,1,Masters degree,TX,0,1
I am not sure/don't know,Female,South,Completed some high school,FL,26,0,0,Completed some high school,FL,0,2
Joe Biden,Female,Midwest,"College Degree (such as B.A., B.S.)",IN,40,0,0,"College Degree (such as B.A., B.S.)",IN,1,2
Joe Biden,Female,Northeast,"Completed some college, but no degree",NJ,80,0,0,"Completed some college, but no degree",NJ,1,2
I would not vote,Female,Midwest,High school graduate,IN,48,0,0,High school graduate,IN,0,2
Donald Trump,Female,South,Masters degree,FL,67,1,0,Masters degree,FL,0,2
Donald Trump,Male,South,High school graduate,AL,49,1,1,High school graduate,AL,0,1
Joe Biden,Female,South,Completed some high school,TX,43,0,0,Completed some high school,TX,1,2
Donald Trump,Female,South,High school graduate,GA,63,1,0,High school graduate,GA,0,2
Donald Trump,Female,South,"Completed some college, but no degree",TN,67,1,0,"Completed some college, but no degree",TN,0,2
Joe Biden,Female,South,"Completed some college, but no degree",TX,27,0,0,"Completed some college, but no degree",TX,1,2
Donald Trump,Female,South,High school graduate,AL,47,1,0,High school graduate,AL,0,2
I am not sure/don't know,Male,Northeast,High school graduate,NY,20,0,1,High school graduate,NY,0,1
Joe Biden,Female,West,Associate Degree,CO,22,0,0,Associate Degree,CO,1,2
I am not sure/don't know,Female,South,"Completed some college, but no degree",MS,51,0,0,"Completed some college, but no degree",MS,0,2
Donald Trump,Female,Northeast,"Completed some college, but no degree",PA,60,1,0,"Completed some college, but no degree",PA,0,2
Donald Trump,Female,West,"College Degree (such as B.A., B.S.)",CA,71,1,0,"College Degree (such as B.A., B.S.)",CA,0,2
Donald Trump,Male,South,"College Degree (such as B.A., B.S.)",VA,57,1,1,"College Degree (such as B.A., B.S.)",VA,0,1
Someone else,Female,Northeast,High school graduate,PA,49,0,0,High school graduate,PA,0,2
I am not sure/don't know,Female,West,"College Degree (such as B.A., B.S.)",CA,43,0,0,"College Degree (such as B.A., B.S.)",CA,0,2
Joe Biden,Female,South,High school graduate,GA,53,0,0,High school graduate,GA,1,2
Donald Trump,Male,Midwest,"Completed some college, but no degree",SD,54,1,1,"Completed some college, but no degree",SD,0,1
I would not vote,Female,South,High school graduate,MD,59,0,0,High school graduate,MD,0,2
Donald Trump,Female,Midwest,High school graduate,IN,77,1,0,High school graduate,IN,0,2
I would not vote,Female,Midwest,Other post high school vocational training,MI,51,0,0,Other post high school vocational training,MI,0,2
Donald Trump,Female,West,"Completed some college, but no degree",CO,64,1,0,"Completed some college, but no degree",CO,0,2
Joe Biden,Female,South,"College Degree (such as B.A., B.S.)",DE,58,0,0,"College Degree (such as B.A., B.S.)",DE,1,2
Joe Biden,Female,Midwest,"Completed some college, but no degree",IL,64,0,0,"Completed some college, but no degree",IL,1,2
Donald Trump,Male,South,Masters degree,FL,39,1,1,Masters degree,FL,0,1
Joe Biden,Female,West,High school graduate,CA,29,0,0,High school graduate,CA,1,2
Donald Trump,Female,South,Completed some high school,KY,72,1,0,Completed some high school,KY,0,2
I would not vote,Male,South,"Completed some college, but no degree",TX,34,0,1,"Completed some college, but no degree",TX,0,1
Donald Trump,Female,South,"Completed some college, but no degree",TX,58,1,0,"Completed some college, but no degree",TX,0,2
Joe Biden,Female,Northeast,"College Degree (such as B.A., B.S.)",NJ,52,0,0,"College Degree (such as B.A., B.S.)",NJ,1,2
Donald Trump,Male,Northeast,Other post high school vocational training,CT,74,1,1,Other post high school vocational training,CT,0,1
Joe Biden,Male,South,Masters degree,FL,45,0,1,Masters degree,FL,1,1
Joe Biden,Female,South,Masters degree,VA,44,0,0,Masters degree,VA,1,2
Donald Trump,Male,Northeast,Masters degree,NY,35,1,1,Masters degree,NY,0,1
I am not sure/don't know,Male,South,High school graduate,NC,78,0,1,High school graduate,NC,0,1
Donald Trump,Male,South,"Completed some college, but no degree",DE,57,1,1,"Completed some college, but no degree",DE,0,1
Joe Biden,Female,Midwest,High school graduate,MN,64,0,0,High school graduate,MN,1,2
Donald Trump,Male,West,"Completed some college, but no degree",NV,76,1,1,"Completed some college, but no degree",NV,0,1
Donald Trump,Female,Northeast,"College Degree (such as B.A., B.S.)",NY,43,1,0,"College Degree (such as B.A., B.S.)",NY,0,2
Joe Biden,Male,Northeast,"College Degree (such as B.A., B.S.)",NJ,32,0,1,"College Degree (such as B.A., B.S.)",NJ,1,1
Donald Trump,Male,Midwest,"College Degree (such as B.A., B.S.)",OH,64,1,1,"College Degree (such as B.A., B.S.)",OH,0,1
Donald Trump,Male,South,Other post high school vocational training,FL,67,1,1,Other post high school vocational training,FL,0,1
Donald Trump,Female,Northeast,High school graduate,PA,63,1,0,High school graduate,PA,0,2
Donald Trump,Female,Midwest,"College Degree (such as B.A., B.S.)",MI,63,1,0,"College Degree (such as B.A., B.S.)",MI,0,2
Joe Biden,Female,Midwest,Doctorate degree,OH,54,0,0,Doctorate degree,OH,1,2
Donald Trump,Male,South,"Completed some college, but no degree",FL,62,1,1,"Completed some college, but no degree",FL,0,1
Donald Trump,Male,Midwest,High school graduate,IL,53,1,1,High school graduate,IL,0,1
Joe Biden,Male,Midwest,"Completed some college, but no degree",OH,42,0,1,"Completed some college, but no degree",OH,1,1
I am not sure/don't know,Male,Northeast,"Completed some college, but no degree",ME,44,0,1,"Completed some college, but no degree",ME,0,1
Joe Biden,Male,Northeast,High school graduate,MA,52,0,1,High school graduate,MA,1,1
Donald Trump,Male,Northeast,Masters degree,NJ,42,1,1,Masters degree,NJ,0,1
Donald Trump,Male,Midwest,"College Degree (such as B.A., B.S.)",MO,28,1,1,"College Degree (such as B.A., B.S.)",MO,0,1
I am not sure/don't know,Male,Northeast,"Completed some graduate, but no degree",MA,33,0,1,"Completed some graduate, but no degree",MA,0,1
Joe Biden,Male,Northeast,"Completed some college, but no degree",NY,39,0,1,"Completed some college, but no degree",NY,1,1
Donald Trump,Male,South,"Completed some graduate, but no degree",TX,70,1,1,"Completed some graduate, but no degree",TX,0,1
Donald Trump,Female,West,High school graduate,CO,44,1,0,High school graduate,CO,0,2
Joe Biden,Male,West,"Completed some college, but no degree",CO,52,0,1,"Completed some college, but no degree",CO,1,1
Joe Biden,Female,South,"Completed some college, but no degree",AR,62,0,0,"Completed some college, but no degree",AR,1,2
Donald Trump,Male,Midwest,High school graduate,KS,43,1,1,High school graduate,KS,0,1
Joe Biden,Male,Northeast,"Completed some graduate, but no degree",CT,35,0,1,"Completed some graduate, but no degree",CT,1,1
Joe Biden,Male,South,Other post high school vocational training,WV,40,0,1,Other post high school vocational training,WV,1,1
Joe Biden,Male,Midwest,"College Degree (such as B.A., B.S.)",IN,69,0,1,"College Degree (such as B.A., B.S.)",IN,1,1
Joe Biden,Male,Northeast,"College Degree (such as B.A., B.S.)",MA,80,0,1,"College Degree (such as B.A., B.S.)",MA,1,1
Donald Trump,Male,Midwest,"Completed some college, but no degree",MO,70,1,1,"Completed some college, but no degree",MO,0,1
Donald Trump,Male,Northeast,"Completed some college, but no degree",NJ,31,1,1,"Completed some college, but no degree",NJ,0,1
Donald Trump,Male,Northeast,"College Degree (such as B.A., B.S.)",PA,80,1,1,"College Degree (such as B.A., B.S.)",PA,0,1
Donald Trump,Female,West,"College Degree (such as B.A., B.S.)",NV,53,1,0,"College Degree (such as B.A., B.S.)",NV,0,2
Joe Biden,Male,South,"Completed some college, but no degree",FL,54,0,1,"Completed some college, but no degree",FL,1,1
Donald Trump,Male,Northeast,"College Degree (such as B.A., B.S.)",NY,35,1,1,"College Degree (such as B.A., B.S.)",NY,0,1
Joe Biden,Male,Northeast,"Completed some graduate, but no degree",NY,30,0,1,"Completed some graduate, but no degree",NY,1,1
Joe Biden,Male,South,"College Degree (such as B.A., B.S.)",TX,33,0,1,"College Degree (such as B.A., B.S.)",TX,1,1
Donald Trump,Male,West,High school graduate,WA,57,1,1,High school graduate,WA,0,1
Joe Biden,Male,Midwest,Other post high school vocational training,IL,58,0,1,Other post high school vocational training,IL,1,1
Donald Trump,Male,Midwest,"Completed some college, but no degree",IN,59,1,1,"Completed some college, but no degree",IN,0,1
Joe Biden,Male,Northeast,Associate Degree,NJ,63,0,1,Associate Degree,NJ,1,1
Joe Biden,Female,Northeast,"College Degree (such as B.A., B.S.)",NJ,61,0,0,"College Degree (such as B.A., B.S.)",NJ,1,2
Donald Trump,Female,South,"College Degree (such as B.A., B.S.)",OK,36,1,0,"College Degree (such as B.A., B.S.)",OK,0,2
Joe Biden,Male,Midwest,"Completed some college, but no degree",MO,19,0,1,"Completed some college, but no degree",MO,1,1
Donald Trump,Male,South,"Completed some college, but no degree",TX,59,1,1,"Completed some college, but no degree",TX,0,1
Joe Biden,Male,South,Associate Degree,VA,20,0,1,Associate Degree,VA,1,1
Donald Trump,Female,South,Completed some high school,AL,20,1,0,Completed some high school,AL,0,2
I am not sure/don't know,Female,South,Completed some high school,FL,18,0,0,Completed some high school,FL,0,2
Joe Biden,Female,Northeast,Masters degree,NY,70,0,0,Masters degree,NY,1,2
Donald Trump,Female,South,"Completed some college, but no degree",TX,62,1,0,"Completed some college, but no degree",TX,0,2
Donald Trump,Female,South,High school graduate,TN,70,1,0,High school graduate,TN,0,2
Joe Biden,Female,South,High school graduate,TX,19,0,0,High school graduate,TX,1,2
Joe Biden,Female,South,Masters degree,MD,33,0,0,Masters degree,MD,1,2
Joe Biden,Female,West,"College Degree (such as B.A., B.S.)",CA,61,0,0,"College Degree (such as B.A., B.S.)",CA,1,2
Donald Trump,Female,South,High school graduate,WV,72,1,0,High school graduate,WV,0,2
I am not sure/don't know,Female,Northeast,High school graduate,NY,70,0,0,High school graduate,NY,0,2
Donald Trump,Female,South,"College Degree (such as B.A., B.S.)",MS,38,1,0,"College Degree (such as B.A., B.S.)",MS,0,2
Donald Trump,Female,Northeast,"Completed some college, but no degree",NY,63,1,0,"Completed some college, but no degree",NY,0,2
Joe Biden,Female,Midwest,Masters degree,MI,40,0,0,Masters degree,MI,1,2
Joe Biden,Female,South,"Completed some college, but no degree",MD,27,0,0,"Completed some college, but no degree",MD,1,2
Joe Biden,Female,South,Masters degree,FL,65,0,0,Masters degree,FL,1,2
Joe Biden,Male,Northeast,Completed some high school,NY,25,0,1,Completed some high school,NY,1,1
Donald Trump,Female,Northeast,"College Degree (such as B.A., B.S.)",NY,35,1,0,"College Degree (such as B.A., B.S.)",NY,0,2
I would not vote,Male,Northeast,"Completed some college, but no degree",NY,19,0,1,"Completed some college, but no degree",NY,0,1
Donald Trump,Female,South,"College Degree (such as B.A., B.S.)",GA,27,1,0,"College Degree (such as B.A., B.S.)",GA,0,2
Donald Trump,Female,South,High school graduate,FL,67,1,0,High school graduate,FL,0,2
Donald Trump,Female,South,High school graduate,OK,18,1,0,High school graduate,OK,0,2
Joe Biden,Female,Northeast,Associate Degree,NY,36,0,0,Associate Degree,NY,1,2
Donald Trump,Female,Northeast,Masters degree,PA,62,1,0,Masters degree,PA,0,2
Donald Trump,Female,Midwest,Associate Degree,OH,68,1,0,Associate Degree,OH,0,2
Joe Biden,Female,Midwest,"College Degree (such as B.A., B.S.)",IN,42,0,0,"College Degree (such as B.A., B.S.)",IN,1,2
Joe Biden,Female,Midwest,"College Degree (such as B.A., B.S.)",MI,22,0,0,"College Degree (such as B.A., B.S.)",MI,1,2
Joe Biden,Female,South,High school graduate,FL,75,0,0,High school graduate,FL,1,2
Donald Trump,Female,South,High school graduate,TN,61,1,0,High school graduate,TN,0,2
Joe Biden,Male,West,Masters degree,CA,41,0,1,Masters degree,CA,1,1
Joe Biden,Female,Northeast,"College Degree (such as B.A., B.S.)",MA,58,0,0,"College Degree (such as B.A., B.S.)",MA,1,2
Joe Biden,Male,West,"College Degree (such as B.A., B.S.)",CA,73,0,1,"College Degree (such as B.A., B.S.)",CA,1,1
I would not vote,Female,Northeast,High school graduate,MA,55,0,0,High school graduate,MA,0,2
Donald Trump,Male,Northeast,Masters degree,NY,50,1,1,Masters degree,NY,0,1
Donald Trump,Female,West,"College Degree (such as B.A., B.S.)",AZ,68,1,0,"College Degree (such as B.A., B.S.)",AZ,0,2
I am not sure/don't know,Female,South,"College Degree (such as B.A., B.S.)",MS,72,0,0,"College Degree (such as B.A., B.S.)",MS,0,2
Donald Trump,Female,Midwest,Other post high school vocational training,MO,81,1,0,Other post high school vocational training,MO,0,2
Joe Biden,Female,South,High school graduate,VA,18,0,0,High school graduate,VA,1,2
Donald Trump,Female,South,High school graduate,LA,21,1,0,High school graduate,LA,0,2
I would not vote,Male,South,High school graduate,VA,19,0,1,High school graduate,VA,0,1
Joe Biden,Female,South,High school graduate,VA,19,0,0,High school graduate,VA,1,2
Donald Trump,Male,West,Doctorate degree,CO,34,1,1,Doctorate degree,CO,0,1
I am not sure/don't know,Male,South,Associate Degree,TX,19,0,1,Associate Degree,TX,0,1
Donald Trump,Male,West,Doctorate degree,CA,36,1,1,Doctorate degree,CA,0,1
Donald Trump,Male,South,High school graduate,LA,18,1,1,High school graduate,LA,0,1
Joe Biden,Female,Northeast,High school graduate,PA,20,0,0,High school graduate,PA,1,2
Donald Trump,Male,South,Masters degree,FL,43,1,1,Masters degree,FL,0,1
Joe Biden,Male,West,Masters degree,CA,42,0,1,Masters degree,CA,1,1
Joe Biden,Female,South,"College Degree (such as B.A., B.S.)",TX,63,0,0,"College Degree (such as B.A., B.S.)",TX,1,2
Donald Trump,Male,West,"Completed some college, but no degree",NV,74,1,1,"Completed some college, but no degree",NV,0,1
Joe Biden,Female,South,"Completed some college, but no degree",FL,19,0,0,"Completed some college, but no degree",FL,1,2
Joe Biden,Female,South,Doctorate degree,TX,26,0,0,Doctorate degree,TX,1,2
Donald Trump,Male,South,Masters degree,WV,25,1,1,Masters degree,WV,0,1
Donald Trump,Male,South,Masters degree,DC,40,1,1,Masters degree,DC,0,1
Joe Biden,Female,South,High school graduate,GA,19,0,0,High school graduate,GA,1,2
Joe Biden,Female,Midwest,"Completed some college, but no degree",OH,28,0,0,"Completed some college, but no degree",OH,1,2
I am not sure/don't know,Female,South,Masters degree,TX,41,0,0,Masters degree,TX,0,2
Joe Biden,Female,South,Completed some high school,DC,21,0,0,Completed some high school,DC,1,2
Joe Biden,Female,South,"Completed some college, but no degree",SC,19,0,0,"Completed some college, but no degree",SC,1,2
Joe Biden,Male,West,"Completed some college, but no degree",CA,72,0,1,"Completed some college, but no degree",CA,1,1
Joe Biden,Male,Northeast,Masters degree,MA,73,0,1,Masters degree,MA,1,1
Joe Biden,Male,South,"College Degree (such as B.A., B.S.)",MD,66,0,1,"College Degree (such as B.A., B.S.)",MD,1,1
Donald Trump,Male,South,"Completed some college, but no degree",NC,19,1,1,"Completed some college, but no degree",NC,0,1
Donald Trump,Male,West,Masters degree,WA,45,1,1,Masters degree,WA,0,1
I am not sure/don't know,Female,Midwest,"College Degree (such as B.A., B.S.)",WI,46,0,0,"College Degree (such as B.A., B.S.)",WI,0,2
Donald Trump,Male,Northeast,"Completed some college, but no degree",MA,53,1,1,"Completed some college, but no degree",MA,0,1
Joe Biden,Male,South,"Completed some college, but no degree",DC,33,0,1,"Completed some college, but no degree",DC,1,1
Donald Trump,Female,South,"Completed some college, but no degree",TN,19,1,0,"Completed some college, but no degree",TN,0,2
Joe Biden,Female,Midwest,High school graduate,OH,30,0,0,High school graduate,OH,1,2
I am not sure/don't know,Female,West,Associate Degree,WA,49,0,0,Associate Degree,WA,0,2
I am not sure/don't know,Male,Northeast,Masters degree,PA,40,0,1,Masters degree,PA,0,1
Donald Trump,Male,South,Associate Degree,FL,65,1,1,Associate Degree,FL,0,1
Joe Biden,Female,South,"Completed some college, but no degree",FL,64,0,0,"Completed some college, but no degree",FL,1,2
Donald Trump,Female,South,"Completed some college, but no degree",FL,43,1,0,"Completed some college, but no degree",FL,0,2
Donald Trump,Male,Northeast,Masters degree,NY,42,1,1,Masters degree,NY,0,1
Joe Biden,Female,West,High school graduate,CA,50,0,0,High school graduate,CA,1,2
Donald Trump,Male,West,Masters degree,CA,36,1,1,Masters degree,CA,0,1
I am not sure/don't know,Female,South,"Completed some college, but no degree",SC,21,0,0,"Completed some college, but no degree",SC,0,2
Joe Biden,Female,South,High school graduate,NC,18,0,0,High school graduate,NC,1,2
Joe Biden,Female,South,"College Degree (such as B.A., B.S.)",FL,34,0,0,"College Degree (such as B.A., B.S.)",FL,1,2
Joe Biden,Female,South,"Completed some college, but no degree",FL,19,0,0,"Completed some college, but no degree",FL,1,2
Donald Trump,Female,South,"Completed some college, but no degree",GA,28,1,0,"Completed some college, but no degree",GA,0,2
Joe Biden,Female,South,"College Degree (such as B.A., B.S.)",FL,32,0,0,"College Degree (such as B.A., B.S.)",FL,1,2
Joe Biden,Male,Northeast,Masters degree,MA,70,0,1,Masters degree,MA,1,1
Donald Trump,Female,Northeast,Masters degree,NY,53,1,0,Masters degree,NY,0,2
Donald Trump,Female,South,"Completed some college, but no degree",NC,22,1,0,"Completed some college, but no degree",NC,0,2
Joe Biden,Male,West,Masters degree,CA,35,0,1,Masters degree,CA,1,1
I am not sure/don't know,Female,South,Associate Degree,GA,21,0,0,Associate Degree,GA,0,2
Joe Biden,Female,Northeast,High school graduate,MA,69,0,0,High school graduate,MA,1,2
Someone else,Female,South,"Completed some college, but no degree",VA,21,0,0,"Completed some college, but no degree",VA,0,2
I am not sure/don't know,Female,South,"Completed some college, but no degree",GA,25,0,0,"Completed some college, but no degree",GA,0,2
Donald Trump,Male,South,"Completed some graduate, but no degree",SC,40,1,1,"Completed some graduate, but no degree",SC,0,1
Joe Biden,Female,West,Associate Degree,CA,59,0,0,Associate Degree,CA,1,2
Joe Biden,Male,West,Doctorate degree,CA,66,0,1,Doctorate degree,CA,1,1
I am not sure/don't know,Female,Midwest,High school graduate,OH,34,0,0,High school graduate,OH,0,2
Donald Trump,Female,West,High school graduate,CO,75,1,0,High school graduate,CO,0,2
Donald Trump,Female,South,High school graduate,NC,64,1,0,High school graduate,NC,0,2
Donald Trump,Male,Northeast,Masters degree,NY,40,1,1,Masters degree,NY,0,1
Donald Trump,Female,South,High school graduate,FL,58,1,0,High school graduate,FL,0,2
Donald Trump,Male,Northeast,Masters degree,NY,43,1,1,Masters degree,NY,0,1
I would not vote,Female,South,"Completed some college, but no degree",SC,59,0,0,"Completed some college, but no degree",SC,0,2
Joe Biden,Female,Midwest,"College Degree (such as B.A., B.S.)",OH,28,0,0,"College Degree (such as B.A., B.S.)",OH,1,2
I am not sure/don't know,Female,Northeast,Associate Degree,NY,27,0,0,Associate Degree,NY,0,2
Donald Trump,Male,West,High school graduate,CA,40,1,1,High school graduate,CA,0,1
Donald Trump,Female,Northeast,"Completed some college, but no degree",NJ,25,1,0,"Completed some college, but no degree",NJ,0,2
Joe Biden,Male,South,"College Degree (such as B.A., B.S.)",VA,44,0,1,"College Degree (such as B.A., B.S.)",VA,1,1
Joe Biden,Male,Midwest,High school graduate,IL,26,0,1,High school graduate,IL,1,1
Joe Biden,Female,Midwest,"College Degree (such as B.A., B.S.)",IA,51,0,0,"College Degree (such as B.A., B.S.)",IA,1,2
Someone else,Female,Northeast,"College Degree (such as B.A., B.S.)",NY,25,0,0,"College Degree (such as B.A., B.S.)",NY,0,2
I am not sure/don't know,Male,Midwest,"College Degree (such as B.A., B.S.)",IA,53,0,1,"College Degree (such as B.A., B.S.)",IA,0,1
Donald Trump,Female,Northeast,Other post high school vocational training,MA,55,1,0,Other post high school vocational training,MA,0,2
Joe Biden,Male,South,"College Degree (such as B.A., B.S.)",KY,27,0,1,"College Degree (such as B.A., B.S.)",KY,1,1
Joe Biden,Female,South,Masters degree,VA,41,0,0,Masters degree,VA,1,2
I would not vote,Male,Midwest,"College Degree (such as B.A., B.S.)",IL,50,0,1,"College Degree (such as B.A., B.S.)",IL,0,1
Joe Biden,Female,South,"College Degree (such as B.A., B.S.)",GA,71,0,0,"College Degree (such as B.A., B.S.)",GA,1,2
Joe Biden,Female,South,"Completed some college, but no degree",FL,30,0,0,"Completed some college, but no degree",FL,1,2
Donald Trump,Female,South,"Completed some college, but no degree",AL,28,1,0,"Completed some college, but no degree",AL,0,2
Joe Biden,Female,Northeast,"College Degree (such as B.A., B.S.)",NY,62,0,0,"College Degree (such as B.A., B.S.)",NY,1,2
Donald Trump,Female,West,Associate Degree,CO,27,1,0,Associate Degree,CO,0,2
Donald Trump,Male,Northeast,"Completed some college, but no degree",PA,40,1,1,"Completed some college, but no degree",PA,0,1
Donald Trump,Male,South,Masters degree,TX,40,1,1,Masters degree,TX,0,1
Joe Biden,Male,Midwest,"Completed some graduate, but no degree",OH,40,0,1,"Completed some graduate, but no degree",OH,1,1
Joe Biden,Female,Midwest,High school graduate,KS,27,0,0,High school graduate,KS,1,2
Joe Biden,Female,West,"Completed some college, but no degree",WA,63,0,0,"Completed some college, but no degree",WA,1,2
I am not sure/don't know,Female,South,"Completed some college, but no degree",OK,32,0,0,"Completed some college, but no degree",OK,0,2
Someone else,Male,South,Masters degree,FL,78,0,1,Masters degree,FL,0,1
Joe Biden,Female,Midwest,High school graduate,WI,63,0,0,High school graduate,WI,1,2
Donald Trump,Female,South,"College Degree (such as B.A., B.S.)",FL,64,1,0,"College Degree (such as B.A., B.S.)",FL,0,2
Joe Biden,Female,South,Associate Degree,TX,46,0,0,Associate Degree,TX,1,2
I am not sure/don't know,Female,Midwest,"Completed some graduate, but no degree",OH,41,0,0,"Completed some graduate, but no degree",OH,0,2
Joe Biden,Female,Northeast,"Completed some college, but no degree",NY,20,0,0,"Completed some college, but no degree",NY,1,2
Joe Biden,Male,South,Associate Degree,DE,77,0,1,Associate Degree,DE,1,1
I would not vote,Female,Northeast,"College Degree (such as B.A., B.S.)",NY,43,0,0,"College Degree (such as B.A., B.S.)",NY,0,2
Joe Biden,Female,South,"Completed some college, but no degree",TX,31,0,0,"Completed some college, but no degree",TX,1,2
Joe Biden,Female,South,"Completed some college, but no degree",FL,61,0,0,"Completed some college, but no degree",FL,1,2
Joe Biden,Female,Northeast,High school graduate,NJ,52,0,0,High school graduate,NJ,1,2
Joe Biden,Male,Northeast,Masters degree,NY,43,0,1,Masters degree,NY,1,1
Donald Trump,Female,South,Other post high school vocational training,TX,77,1,0,Other post high school vocational training,TX,0,2
I am not sure/don't know,Female,South,"Completed some graduate, but no degree",AR,18,0,0,"Completed some graduate, but no degree",AR,0,2
Joe Biden,Male,South,"College Degree (such as B.A., B.S.)",VA,77,0,1,"College Degree (such as B.A., B.S.)",VA,1,1
Donald Trump,Male,South,"Completed some college, but no degree",FL,49,1,1,"Completed some college, but no degree",FL,0,1
Donald Trump,Male,West,"College Degree (such as B.A., B.S.)",NV,46,1,1,"College Degree (such as B.A., B.S.)",NV,0,1
Donald Trump,Male,Midwest,"College Degree (such as B.A., B.S.)",IN,35,1,1,"College Degree (such as B.A., B.S.)",IN,0,1
Joe Biden,Male,Northeast,"College Degree (such as B.A., B.S.)",NY,75,0,1,"College Degree (such as B.A., B.S.)",NY,1,1
Donald Trump,Male,Northeast,"College Degree (such as B.A., B.S.)",NY,28,1,1,"College Degree (such as B.A., B.S.)",NY,0,1
Donald Trump,Female,South,"Completed some college, but no degree",NC,45,1,0,"Completed some college, but no degree",NC,0,2
Joe Biden,Female,Northeast,"College Degree (such as B.A., B.S.)",PA,36,0,0,"College Degree (such as B.A., B.S.)",PA,1,2
Joe Biden,Female,West,High school graduate,OR,30,0,0,High school graduate,OR,1,2
Joe Biden,Female,South,"College Degree (such as B.A., B.S.)",AL,40,0,0,"College Degree (such as B.A., B.S.)",AL,1,2
Joe Biden,Female,South,Associate Degree,FL,44,0,0,Associate Degree,FL,1,2
Joe Biden,Female,South,High school graduate,TX,25,0,0,High school graduate,TX,1,2
Joe Biden,Female,Midwest,"Completed some college, but no degree",OH,41,0,0,"Completed some college, but no degree",OH,1,2
Donald Trump,Male,South,High school graduate,FL,28,1,1,High school graduate,FL,0,1
I would not vote,Female,South,Other post high school vocational training,OK,41,0,0,Other post high school vocational training,OK,0,2
Joe Biden,Male,West,"Completed some college, but no degree",UT,34,0,1,"Completed some college, but no degree",UT,1,1
Donald Trump,Male,South,Masters degree,TX,39,1,1,Masters degree,TX,0,1
Joe Biden,Female,Midwest,"Completed some college, but no degree",MI,63,0,0,"Completed some college, but no degree",MI,1,2
I would not vote,Male,Northeast,"Completed some college, but no degree",NJ,73,0,1,"Completed some college, but no degree",NJ,0,1
Donald Trump,Male,West,"Completed some college, but no degree",CA,35,1,1,"Completed some college, but no degree",CA,0,1
Donald Trump,Male,Northeast,Masters degree,NY,45,1,1,Masters degree,NY,0,1
Donald Trump,Female,Northeast,"Completed some college, but no degree",PA,49,1,0,"Completed some college, but no degree",PA,0,2
I am not sure/don't know,Female,South,High school graduate,GA,63,0,0,High school graduate,GA,0,2
